pvalue	chromosome	start	end	Number of nearby TSS	closest tx id	closest tx name	closest tx biotype	distance to tss
0.04727653399114756	6	27026012	27026270	20	ensorlt00000026549	snora71-201	snorna	88
0.047325521896774574	5	29740930	29741143	11	ensorlt00000020623	tns2b-202	protein_coding	-1819
0.04735865961213257	10	19413541	19413756	3	ensorlt00000008482	unc5a-201	protein_coding	23980
0.04738630485225458	2	24286891	24287220	20	ensorlt00000008307		protein_coding	-1765
0.047471539161710916	6	13468770	13469005	30	ensorlt00000004673	tmpob-201	protein_coding	14018
0.04747945434469692	14	19776990	19777256	13	ensorlt00000013411	tm7sf2-202	protein_coding	4167
0.0474967182171803	22	12351459	12351704	24	ensorlt00000020003	itpk1b-203	protein_coding	10383
0.0474967182171803	19	3416028	3416382	1	ensorlt00000004059	fam20cb-201	protein_coding	-56808
0.04751148773206995	4	25651287	25651517	2	ensorlt00000035367	ensorle00000233688	protein_coding	22315
0.04751148773206995	3	1000977	1001342	11	ensorlt00000024479	otog-201	protein_coding	9451
0.04755322279487268	10	8217756	8217972	9	ensorlt00000000960	si:ch211-221f10.2-201	protein_coding	-17149
0.0475655415705317	1	26786992	26787336	11	ensorlt00000041311	nacc1b-202	protein_coding	-7691
0.04757686970753802	19	1067433	1067766	12	ensorlt00000029662	nudt13-201	protein_coding	-28424
0.04760076677359257	21	21891864	21892123	17	ensorlt00000021606	gad1a-202	protein_coding	-3571
0.04760076677359257	16	30882456	30882744	5	ensorlt00000020783	tmem106ba-201	protein_coding	-3206
0.04765940247524053	13	4501566	4501984	15	ensorlt00000041941	pak1-202	protein_coding	-1414
0.047687220185276116	12	7647136	7647336	6	ensorlt00000036524	si:ch211-182d3.1-203	protein_coding	6445
0.047741794398289614	17	29538251	29539214	5	ensorlt00000022360	emilin2a-201	protein_coding	-48530
0.04778358480976143	19	21007770	21008062	9	ensorlt00000016452		protein_coding	-10790
0.04781002440391501	10	16318408	16318629	17	ensorlt00000034883	si:dkey-201i24.3-201	protein_coding	-1969
0.047814428395641	22	27677987	27678188	1	ensorlt00000045554		protein_coding	-73656
0.047842343030250464	21	30792760	30793075	11	ensorlt00000028060		protein_coding	-45478
0.04784816926665584	3	17133798	17134121	12	ensorlt00000006361	kctd12.2-201	protein_coding	15825
0.04786044790338037	12	28249389	28249970	10	ensorlt00000018745		protein_coding	-5743
0.0479710444348397	14	1868784	1869155	14	ensorlt00000000381	arhgap32b-204	protein_coding	14576
0.0479710444348397	12	626528	626860	16	ensorlt00000027689	helq-201	protein_coding	1861
0.047971258853556825	18	464397	465467	15	ensorlt00000002715	olgc8-201	protein_coding	571
0.04801799353559785	9	25235447	25235666	14	ensorlt00000019586		protein_coding	16617
0.04812017085338125	7	1449767	1450079	5	ensorlt00000000761	ptpn11b-201	protein_coding	24565
0.04813006295597036	14	21490531	21490872	10	ensorlt00000039818	specc1-201	protein_coding	-12474
0.048161725554002166	17	30048640	30049079	16	ensorlt00000037431	ralyl-201	protein_coding	-1452
0.04817488568135357	17	31650617	31650919	1	ensorlt00000024617		protein_coding	78181
0.04823280469810287	5	9733995	9734203	6	ensorlt00000005884	atp2b2-203	protein_coding	35554
0.048245793386232284	14	10194697	10194899	22	ensorlt00000004851		protein_coding	-4302
0.048268646895531835	8	9696243	9696542	28	ensorlt00000009113	znf750-201	protein_coding	-16572
0.04827142979969205	20	24762142	24762407	2	ensorlt00000046937	cdh12a-202	protein_coding	-49802
0.04832995872797431	16	23800908	23801146	6	ensorlt00000018436	pou3f1-201	protein_coding	-15173
0.048371897278117616	3	35042319	35042673	1	ensorlt00000044628	si:ch211-186j3.6-201	protein_coding	-14290
0.04838967483935235	10	24667683	24667883	16	ensorlt00000011186	snx25-202	protein_coding	-3749
0.04838967483935235	15	11799265	11799516	11	ensorlt00000029836	abch1-203	protein_coding	102
0.048402488483486286	16	188250	188577	10	ensorlt00000034250	phactr4b-204	protein_coding	-2155
0.04841324387204378	5	12019013	12019325	7	ensorlt00000042986	cbfa2t2-202	protein_coding	-29175
0.048445793694996735	8	593948	594181	19	ensorlt00000037638		protein_coding	1279
0.048445793694996735	18	12558363	12558579	12	ensorlt00000006768	slc3a2a-201	protein_coding	-662
0.048445793694996735	4	981217	981427	7	ensorlt00000000555	usp46-201	protein_coding	7940
0.04844722752732576	22	3577353	3577680	1	ensorlt00000046251	ensorle00000230486	protein_coding	-40742
0.04844722752732576	18	465757	466172	15	ensorlt00000002715	olgc8-201	protein_coding	0
0.04848721414109213	4	19363189	19363404	12	ensorlt00000045322	rgs2-201	protein_coding	3375
0.048524727068811134	13	18875852	18876074	9	ensorlt00000029975	clcn2c-206	protein_coding	33912
0.048524727068811134	5	10525338	10525607	12	ensorlt00000006585	igsf8-201	protein_coding	-13701
0.0485594387435293	24	18383782	18383989	6	ensorlt00000023755	dcp2-202	protein_coding	-408
0.0485594387435293	18	30160570	30161342	5	ensorlt00000039458		protein_coding	3703
0.0485594387435293	24	20106063	20106270	6	ensorlt00000042577		protein_coding	-3793
0.0486218055377329	23	8632129	8632417	9	ensorlt00000014684	mpped1-201	protein_coding	-33367
0.04866689578418415	10	19478541	19478840	14	ensorlt00000008482	unc5a-201	protein_coding	-40805
0.04871095445660606	24	23157850	23158118	16	ensorlt00000022771	serpina10a-201	protein_coding	-5533
0.0487471741972465	1	2987592	2987875	11	ensorlt00000000842	sphk1-201	protein_coding	27656
0.0487832201961516	13	9705382	9705650	5	ensorlt00000005188	apbb1-202	protein_coding	19317
0.048828643811682816	23	15979701	15979974	16	ensorlt00000041577	tspan11-205	protein_coding	-25862
0.0488909300567839	12	29840561	29840846	10	ensorlt00000019212	lyz-201	protein_coding	10359
0.048993504122709114	15	29527097	29527457	3	ensorlt00000037757		protein_coding	-45046
0.049036547433523314	6	11017961	11018220	8	ensorlt00000002666	ppm1h-201	protein_coding	-6624
0.04914471727886526	4	30140109	30140581	4	ensorlt00000021089	tle2a-201	protein_coding	-24635
0.04918410315796537	4	7011435	7011710	18	ensorlt00000035656		protein_coding	2559
0.04918410315796537	4	8149853	8150130	7	ensorlt00000035559	tmem59l-201	protein_coding	22919
0.04923250350956895	12	7716966	7717279	30	ensorlt00000004888	ptges-201	protein_coding	14793
0.049243361646089716	23	22742822	22743072	3	ensorlt00000033294	trhde.2-201	protein_coding	6651
0.04924496468253466	5	22511089	22511496	9	ensorlt00000014074	chl1b-202	protein_coding	-7503
0.049267817901469536	17	24139310	24139592	22	ensorlt00000020048	parla-201	protein_coding	7567
0.04927576201936753	14	7442490	7442887	5	ensorlt00000002083	drd1b-201	protein_coding	-27495
0.04927716375883412	2	11057772	11057988	14	ensorlt00000039503		protein_coding	7041
0.04928005805611792	9	3751872	3752337	6	ensorlt00000032729	hspb8-201	protein_coding	19203
0.04932791808453763	7	3544686	3544921	10	ensorlt00000001726	krt8-201	protein_coding	-17353
0.049428087219828366	8	3183433	3183818	31	ensorlt00000034461	cacng2-201	protein_coding	-8178
0.04946528450283184	22	22388680	22388984	19	ensorlt00000037208	atrn-201	protein_coding	-6307
0.04946528450283184	3	38181956	38182254	18	ensorlt00000025190	pop4-201	protein_coding	3464
0.04946528450283184	18	11766087	11766509	17	ensorlt00000043468	zdhhc21-202	protein_coding	-3514
0.04946528450283184	21	26223984	26224188	6	ensorlt00000022664	hdac4-205	protein_coding	23909
0.04946528450283184	23	22734010	22734423	3	ensorlt00000033294	trhde.2-201	protein_coding	15300
0.049579464504676665	15	27281897	27282116	0				
0.049613723840670164	4	22452875	22453086	8	ensorlt00000029720	gadd45b-202	protein_coding	39235
0.049643336723679335	19	2029287	2029655	20	ensorlt00000003104	ep300a-201	protein_coding	7541
0.049661541180230966	6	16051926	16052162	31	ensorlt00000008105	myrf-201	protein_coding	-9906
0.04968320466160767	23	21735953	21736350	0				
0.050040989407150516	9	31006453	31006845	17	ensorlt00000033252		protein_coding	-4207
0.05006073036290063	24	898578	898927	13	ensorlt00000041695	ptrhd1-201	protein_coding	-25952
0.05007430572229924	14	1945550	1945953	15	ensorlt00000030026		protein_coding	0
0.050114461301343734	18	12957309	12957744	24	ensorlt00000006995		protein_coding	12
0.05023408482838143	5	3979680	3979905	25	ensorlt00000037870	arf3b-201	protein_coding	-1725
0.05029431203881467	22	20412295	20413398	9	ensorlt00000042896		protein_coding	-1911
0.050312596488300936	9	5987661	5987986	16	ensorlt00000002650	hic2-201	protein_coding	8790
0.050389906717201935	18	9791104	9791486	1	ensorlt00000046007	ptprd-201	protein_coding	96546
0.05041118686036823	9	30114115	30114549	13	ensorlt00000028960	isl1-201	protein_coding	-19433
0.05042157075437352	16	31595011	31595407	25	ensorlt00000021040	si:dkey-199f5.8-201	protein_coding	-356
0.05043638135974746	18	30701505	30701752	5	ensorlt00000025741	mad2l1-201	protein_coding	3095
0.050458755275546885	16	13075883	13076129	5	ensorlt00000040635	ensorle00000267901	protein_coding	5407
0.05051456640844733	7	22892960	22893458	0				
0.05053377780902515	15	16697069	16697273	16	ensorlt00000039157	sdccag8-203	protein_coding	3150
0.05059899042522671	16	18476706	18476931	17	ensorlt00000012314	efna1b-202	protein_coding	35528
0.05072737242957541	5	24040134	24040359	6	ensorlt00000015240	si:dkey-166c18.1-202	protein_coding	-7804
0.050741739921950114	6	25773496	25773796	3	ensorlt00000017159	si:ch211-216l23.1-201	protein_coding	794
0.05074470908643184	17	14204539	14204802	12	ensorlt00000035486	zgc:154006-201	protein_coding	549
0.05076778895100504	23	20119462	20119720	10	ensorlt00000020641	th2-201	protein_coding	-9316
0.05081758102419902	9	17527159	17527383	12	ensorlt00000014836		protein_coding	-772
0.05090247494343822	24	4701421	4701677	6	ensorlt00000036867		protein_coding	-12457
0.05091580699276296	4	8525272	8525553	16	ensorlt00000006888	guk1b-201	protein_coding	3884
0.05092913187545487	17	30779780	30780108	2	ensorlt00000036414		protein_coding	18036
0.050995578221008184	5	31372092	31372354	4	ensorlt00000034251	ephb2b-203	protein_coding	-16705
0.050995578221008184	3	1203018	1203219	8	ensorlt00000038511	ero1a-201	protein_coding	6137
0.05103297121516735	12	27497134	27497392	17	ensorlt00000037291	pdzph1-201	protein_coding	8624
0.05105398163022379	16	9840644	9840995	23	ensorlt00000038550	tent5ba-201	protein_coding	936
0.05121086476777356	20	3989186	3989542	11	ensorlt00000036379	nrn1a-201	protein_coding	12096
0.05122681421252953	18	5169196	5169432	3	ensorlt00000042086	ensorle00000288401	protein_coding	39110
0.05131327562423276	17	18355665	18355921	5	ensorlt00000030785	rem2-202	protein_coding	-20834
0.051388811887109566	24	20721136	20721368	0				
0.05139468488300173	4	5049655	5050047	1	ensorlt00000002844	barhl2-201	protein_coding	9786
0.05140180149204728	20	14837849	14838124	14	ensorlt00000009092	ensorle00000081365	protein_coding	1637
0.051420458783874586	13	5514832	5515073	2	ensorlt00000044417		protein_coding	4265
0.051420458783874586	5	2693822	2694066	15	ensorlt00000000866	srgap3-205	protein_coding	-1736
0.05147222743525417	23	19318624	19318957	11	ensorlt00000037246	pawr-202	protein_coding	553
0.05147773374510625	15	21504702	21504904	18	ensorlt00000008524	tysnd1-201	protein_coding	-9041
0.05147773374510625	21	5618999	5619301	7	ensorlt00000012979	ccnyl1-203	protein_coding	1479
0.05149107283061773	1	6879598	6879870	6	ensorlt00000042135		protein_coding	42059
0.05150860704407054	11	12783037	12783305	0				
0.05153477269587258	14	26235194	26235465	1	ensorlt00000018422	cadm1a-201	protein_coding	80035
0.051536826252327736	9	15989528	15989755	11	ensorlt00000012887	mctp1a-205	protein_coding	26510
0.051625878814004066	10	30604477	30604994	8	ensorlt00000035164		protein_coding	-16552
0.0516318309784176	5	7273813	7274030	11	ensorlt00000004293	inka1b-201	protein_coding	8364
0.051671193555323215	10	15153048	15153329	23	ensorlt00000037513		protein_coding	-1996
0.05174123902413515	15	16726837	16727053	15	ensorlt00000039157	sdccag8-203	protein_coding	-26414
0.0517618269421595	3	2437869	2438223	2	ensorlt00000027124		protein_coding	29907
0.05187377839026918	12	12755087	12755344	12	ensorlt00000009259	ddx54-201	protein_coding	13282
0.05190048031505889	17	18254365	18254998	4	ensorlt00000042759	si:ch211-119o8.4-201	protein_coding	63672
0.05190280463817778	19	15837769	15837999	9	ensorlt00000014268	wnk4b-202	protein_coding	21508
0.05196711037874804	13	1173068	1173595	16	ensorlt00000038153	si:ch211-137a8.4-202	protein_coding	21870
0.05199994285343956	8	25140964	25141277	20	ensorlt00000024550	abat-202	protein_coding	3228
0.05202581089655611	2	23947353	23947643	17	ensorlt00000008061	ensorle00000072155	protein_coding	7700
0.05205770225049183	7	3211695	3212124	8	ensorlt00000028173	ensorle00000299156	protein_coding	23002
0.052071263206886834	2	3823487	3823869	7	ensorlt00000027007	ahr-202	protein_coding	-8885
0.05207618006781859	17	10191577	10191833	11	ensorlt00000008290	tmeff1a-201	protein_coding	45262
0.052126617232455326	7	26250022	26250394	12	ensorlt00000046108	lima1a-201	protein_coding	17080
0.05214061319176888	11	23082678	23083075	29	ensorlt00000015838	grinaa-201	protein_coding	-7003
0.05217387478996762	19	24317118	24317612	10	ensorlt00000015247	slc9a3r1a-202	protein_coding	15377
0.05217387478996762	18	14841852	14842229	19	ensorlt00000041933	si:ch73-335l21.1-202	protein_coding	-6406
0.0522026887577663	6	23885765	23885969	18	ensorlt00000015552	wt1-202	protein_coding	4152
0.05220871444425269	14	12188664	12188953	19	ensorlt00000038387	tmem135-203	protein_coding	-11067
0.05220871444425269	12	5017806	5018080	8	ensorlt00000035254		protein_coding	46377
0.052239846786685216	20	25732920	25733301	12	ensorlt00000017646	klhl34-201	protein_coding	-12126
0.05227939133687129	18	5214728	5214928	5	ensorlt00000042086	ensorle00000288401	protein_coding	-6186
0.05235378209404208	20	25256302	25256814	5	ensorlt00000044886	epc1a-203	protein_coding	-35434
0.052354457521356125	16	5519816	5520196	17	ensorlt00000003161	ptpn2a-201	protein_coding	-4991
0.052354457521356125	18	11502474	11502697	7	ensorlt00000006277	larp7-201	protein_coding	28683
0.052367199624053055	4	21840419	21840737	7	ensorlt00000016316	adcyap1r1a-201	protein_coding	17062
0.052441790583244816	3	37441239	37441786	9	ensorlt00000046813	ensorle00000308462	protein_coding	-29108
0.052459721028671503	13	6526504	6526803	7	ensorlt00000003378	yap1-201	protein_coding	-36674
0.05250086942963919	2	23400452	23400652	1	ensorlt00000007888	gart-201	protein_coding	-77945
0.0525697860465636	13	4477349	4477576	16	ensorlt00000002222	slc35f2l-201	protein_coding	1998
0.0525697860465636	17	8345279	8345587	5	ensorlt00000007643	larp4b-203	protein_coding	30137
0.0525697860465636	10	12245230	12245590	7	ensorlt00000003186	ccdc88b-201	protein_coding	50294
0.05265350970246622	18	21941364	21941583	20	ensorlt00000026437	ensorle00000227126	snorna	2378
0.05265350970246622	10	13958960	13959175	20	ensorlt00000031775	tbc1d10c-202	protein_coding	745
0.05269779094439072	20	8142723	8143245	3	ensorlt00000029795	armc4-202	protein_coding	-8642
0.05269948227441115	20	20275792	20275993	15	ensorlt00000014040	yes1-201	protein_coding	2336
0.05272549264617955	15	20269301	20269547	2	ensorlt00000007975	dkk1a-201	protein_coding	-18172
0.052728978383050414	11	17240736	17241063	27	ensorlt00000009486	klhl43-201	protein_coding	-77
0.052728978383050414	12	24931545	24932502	10	ensorlt00000016449	dennd1a-201	protein_coding	0
0.05284473296587009	4	6291738	6292021	7	ensorlt00000004454		protein_coding	-20075
0.052911713468508544	1	15672666	15673000	5	ensorlt00000008129	cxxc4-202	protein_coding	63183
0.052911713468508544	16	25442784	25442984	13	ensorlt00000019147	mag-201	protein_coding	-647
0.05294195683107603	23	764384	764707	10	ensorlt00000042994	slc2a13-201	protein_coding	198
0.05306916906973588	15	29431077	29431288	5	ensorlt00000016743		protein_coding	-6216
0.0530724085639806	17	6266823	6267063	13	ensorlt00000044705		protein_coding	3967
0.0530724085639806	6	25001608	25001819	12	ensorlt00000016684	psme3ip1-203	protein_coding	12096
0.0530732925696836	7	1030332	1030666	10	ensorlt00000000486	mapk13-201	protein_coding	-10026
0.053076882072945086	14	28307657	28307938	12	ensorlt00000019226	cldn2-201	protein_coding	-5886
0.05312303418408918	17	25188141	25188431	9	ensorlt00000041132	prtfdc1-202	protein_coding	2345
0.05329145065510232	2	21335942	21336543	10	ensorlt00000006058	ensorle00000053070	protein_coding	59531
0.053322362626522235	5	17841169	17841544	13	ensorlt00000011202	myorg-201	protein_coding	-2395
0.053322362626522235	22	18450047	18450592	10	ensorlt00000022069	eif4eb-202	protein_coding	2632
0.05332522661175735	1	11604826	11605135	8	ensorlt00000031633	mpdz-201	protein_coding	-15737
0.0533443362398583	17	4183214	4183597	8	ensorlt00000004156	zzz3-201	protein_coding	27976
0.0533628318725738	24	9250860	9251191	11	ensorlt00000041956	prox1-203	protein_coding	11128
0.05337319757055815	4	7857885	7858177	12	ensorlt00000006287	onecut3a-201	protein_coding	4501
0.0533772326603496	20	3358936	3359165	10	ensorlt00000046077	ensorle00000320751	protein_coding	7633
0.0534957966555984	10	26709975	26710177	25	ensorlt00000012567	hes7-202	protein_coding	-11662
0.05357278534156282	19	10056932	10057267	19	ensorlt00000010701	vclb-201	protein_coding	-10275
0.05358000107893941	14	20053275	20053795	8	ensorlt00000038874	spata22-201	protein_coding	-62587
0.053590885289722015	9	24088605	24088811	0				
0.05361282394045894	11	9267965	9268350	14	ensorlt00000004376	ccn4a-202	protein_coding	-5511
0.05362085835839628	6	2897343	2897675	8	ensorlt00000037591	tes-203	protein_coding	-3793
0.05362085835839628	22	4170758	4171018	3	ensorlt00000029296	mgst1.2-201	protein_coding	29952
0.05363112598162447	21	94448	94833	18	ensorlt00000042261	ensorle00000312107	protein_coding	-12117
0.053663792661723005	5	30140782	30141355	20	ensorlt00000042192		protein_coding	-3460
0.053709528772021516	13	3315631	3315876	23	ensorlt00000040130	ensorle00000306850	protein_coding	11570
0.053727013141268924	2	22391726	22392186	1	ensorlt00000036913		protein_coding	51510
0.053767438881905424	21	17828245	17828448	7	ensorlt00000019853	si:ch211-261p9.4-201	protein_coding	1840
0.0537838908268651	19	22127115	22127445	15	ensorlt00000042454	ensorle00000296902	protein_coding	-1681
0.05379621420336083	5	3627052	3627383	18	ensorlt00000001641	pfkfb4b-201	protein_coding	-2651
0.05379621420336083	16	5061591	5061963	13	ensorlt00000002800	mms22l-201	protein_coding	-7446
0.05381527686370632	11	8995932	8996685	0				
0.05382378844141513	5	19757362	19757751	5	ensorlt00000012734	fezf2-201	protein_coding	-50925
0.053836791200455016	12	29740316	29740557	4	ensorlt00000019198	dcc-202	protein_coding	-30411
0.053926177373614534	7	5542219	5542652	8	ensorlt00000003004	ntsr1-201	protein_coding	19157
0.053989804894294495	17	27411458	27411852	10	ensorlt00000021870	pcmtd1-201	protein_coding	-7250
0.05400413161925796	4	6520447	6520834	16	ensorlt00000004668	wwc3-201	protein_coding	-1689
0.05402573888098591	14	3943354	3943555	5	ensorlt00000001143	jade2-201	protein_coding	41945
0.05406943213093547	15	9538886	9539219	2	ensorlt00000030829		protein_coding	-50552
0.054096227612678016	23	6434797	6435171	15	ensorlt00000026591	snora62-201	snorna	9359
0.0542109162671534	7	14834107	14834319	16	ensorlt00000011782	zhx3-202	protein_coding	8795
0.05424454422507709	18	4380048	4380257	8	ensorlt00000046670		protein_coding	-8884
0.054250564245672914	12	24133782	24134081	10	ensorlt00000015482	stom-201	protein_coding	-14537
0.054250564245672914	14	27753661	27753949	6	ensorlt00000019090	rad51d-201	protein_coding	-52548
0.05430944454022825	22	4505424	4505840	9	ensorlt00000013923		protein_coding	-28162
0.05435634110036857	8	24148908	24149190	14	ensorlt00000021308	hoxb13a-201	protein_coding	-13356
0.0543643915614117	8	3543650	3543956	12	ensorlt00000002369	lrrc4ba-201	protein_coding	17282
0.05437897383556516	23	20568684	20568892	14	ensorlt00000041442	eri1-201	protein_coding	-9380
0.05446186316147008	22	8572448	8572730	8	ensorlt00000017358	d2hgdh-201	protein_coding	712
0.05448940901515497	4	23399034	23399285	3	ensorlt00000040095	gorab-201	protein_coding	-27413
0.054497668477504084	2	17846778	17847002	2	ensorlt00000005424	ccnt2b-201	protein_coding	51117
0.05451555734485077	16	11805871	11806294	3	ensorlt00000006323	nrsn1-201	protein_coding	46729
0.05451555734485077	10	24806123	24806455	1	ensorlt00000027304	il1rapl2-201	protein_coding	75652
0.05458033648710806	16	26332987	26333480	10	ensorlt00000041981	mef2d-203	protein_coding	-2310
0.054652493358521945	14	21419103	21419437	10	ensorlt00000031995		protein_coding	-8140
0.05469982860979215	15	23713015	23713321	21	ensorlt00000037184	ercc6-201	protein_coding	-8550
0.05469982860979215	4	1767093	1767467	15	ensorlt00000042633	rfc4-201	protein_coding	0
0.05473115864242578	7	9881947	9882205	20	ensorlt00000006609	kif1b-201	protein_coding	10542
0.05474940851082739	10	10834527	10834919	4	ensorlt00000002039	zic6-201	protein_coding	64134
0.05474940851082739	17	28524745	28524997	11	ensorlt00000026197	ola-mir-1-2-201	mirna	-1072
0.05474940851082739	20	25720828	25721205	14	ensorlt00000017646	klhl34-201	protein_coding	-34
0.054777354282469895	1	125130	125463	21	ensorlt00000035645	ensorle00000235133	protein_coding	-3335
0.05479071508466718	14	7829014	7829231	25	ensorlt00000041183	rab38c-201	protein_coding	0
0.054814240579820254	4	4535329	4535581	4	ensorlt00000002793	hs2st1b-201	protein_coding	-3116
0.054814240579820254	23	22594500	22595062	7	ensorlt00000036071	cpm-201	protein_coding	-46033
0.05484275255162506	17	27913775	27913989	19	ensorlt00000017697		protein_coding	-9187
0.05485488183194456	14	11601514	11601748	7	ensorlt00000006102	paxbp1-201	protein_coding	-9803
0.05485488183194456	4	26966804	26967018	20	ensorlt00000030982	pip5k1ca-201	protein_coding	3338
0.05493269039336604	1	15294889	15295192	16	ensorlt00000007921	rps6-201	protein_coding	-9833
0.05498937909083621	17	17742677	17743147	38	ensorlt00000044127		protein_coding	3485
0.05507912404988361	14	10007064	10007272	9	ensorlt00000043302	stard13a-203	protein_coding	-3177
0.05511684446296695	22	7892638	7893017	11	ensorlt00000016695	lbh-202	protein_coding	-6995
0.05513471929845597	22	10540823	10541128	1	ensorlt00000042320	ensorle00000317790	protein_coding	-91659
0.05523318253211056	23	16331909	16332235	9	ensorlt00000019045	snd1-203	protein_coding	-18092
0.05525507799875544	8	1335679	1336036	3	ensorlt00000027408	rbfox3b-203	protein_coding	36540
0.05557100575831336	12	3786999	3787322	14	ensorlt00000027754	dmgdh-201	protein_coding	5665
0.05565455391455437	23	19874737	19874967	7	ensorlt00000020565	btbd11a-202	protein_coding	-67365
0.055658672033596215	20	8889833	8890355	0				
0.05579274340011518	7	28722630	28722997	7	ensorlt00000023260		protein_coding	6027
0.05593715016059887	7	771247	771578	33	ensorlt00000032955	ensorle00000303344	protein_coding	-2306
0.05593715016059887	8	1482937	1483358	0				
0.05596070013776646	2	20735470	20735727	7	ensorlt00000039785		protein_coding	-9568
0.0559899431146686	9	29078321	29078524	9	ensorlt00000021243	adamtsl2-201	protein_coding	-4299
0.0560101431812253	23	19393772	19394056	3	ensorlt00000037246	pawr-202	protein_coding	-74262
0.0560101431812253	5	11649148	11649543	4	ensorlt00000007361	kcnd3-201	protein_coding	-1275
0.05605027700327537	16	30261889	30262332	1	ensorlt00000044085	ensorle00000231222	protein_coding	75819
0.05605549760435522	19	4503561	4503883	5	ensorlt00000046364	raraa-202	protein_coding	-42631
0.056083980762968486	13	30136474	30136687	16	ensorlt00000045955		protein_coding	7896
0.05609001106264785	23	11460537	11461075	3	ensorlt00000029749	lmo3-201	protein_coding	14074
0.05609001106264785	7	9931715	9932076	21	ensorlt00000006678	nmnat1-202	protein_coding	83
0.05613504664692909	2	22874567	22874856	10	ensorlt00000007282	atp11a-206	protein_coding	-11370
0.056227284712552617	7	6377367	6377713	11	ensorlt00000003509	si:dkey-72l14.4-201	protein_coding	10951
0.056321754514745324	7	11861110	11861385	15	ensorlt00000009142	l1cama-202	protein_coding	10403
0.056343004049938986	23	11436429	11436633	4	ensorlt00000029749	lmo3-201	protein_coding	38516
0.05642116119107955	4	23060129	23060542	4	ensorlt00000028940		protein_coding	7650
0.056473904796106665	19	17887741	17887968	4	ensorlt00000036347	dusp3a-202	protein_coding	-21989
0.05653395309123836	7	26007622	26008026	12	ensorlt00000026134	ola-mir-26-1-201	mirna	1509
0.05654347517026952	19	9687290	9687504	14	ensorlt00000010417	neurod2-201	protein_coding	4401
0.05669022194716425	24	20567738	20568064	5	ensorlt00000043218	ensorle00000248892	protein_coding	-2704
0.05669022194716425	23	17731868	17732074	25	ensorlt00000019839	ccnd2b-201	protein_coding	-10578
0.056717941599537476	23	3927662	3928072	11	ensorlt00000012054	tm7sf3-201	protein_coding	-4646
0.056729231361733023	15	28188520	28189087	15	ensorlt00000042571	irf2bp2a-201	protein_coding	-6151
0.056738586418453835	12	19286749	19287105	23	ensorlt00000037598		protein_coding	-48402
0.05682432167811832	10	17360600	17360800	10	ensorlt00000042371		protein_coding	-32864
0.05682432167811832	16	29987260	29987631	6	ensorlt00000020609	rab5ab-201	protein_coding	68031
0.05682432167811832	13	7913494	7913838	18	ensorlt00000004236	tiam1b-205	protein_coding	5036
0.05684960608694311	7	17814873	17815272	12	ensorlt00000014597		protein_coding	3795
0.05684960608694311	4	18734906	18735145	9	ensorlt00000035251	dnajc19-201	protein_coding	8470
0.05686416663906142	18	29513759	29514004	11	ensorlt00000032093	si:dkey-38l22.2-201	protein_coding	-5299
0.056920323603689774	2	11363149	11363387	17	ensorlt00000038696		protein_coding	6681
0.05702684536591793	14	23089886	23090150	19	ensorlt00000040649	pfdn1-201	protein_coding	862
0.05708249352496776	11	26542976	26543296	3	ensorlt00000035016	kpna6-201	protein_coding	79849
0.05711001093739328	17	30369151	30369378	17	ensorlt00000034934		protein_coding	-152
0.05711001093739328	18	11190428	11190826	15	ensorlt00000006096	lgi2a-201	protein_coding	-3390
0.057198678255941875	19	490199	491016	33	ensorlt00000047003	lipf-201	protein_coding	234
0.05726280265885244	18	6781969	6782249	3	ensorlt00000038398	ensorle00000262640	protein_coding	73271
0.057423026683428885	10	16878105	16878323	9	ensorlt00000006552	rasgef1c-201	protein_coding	5131
0.057425872459855136	2	14543171	14543497	4	ensorlt00000002976	erbb4a-203	protein_coding	16845
0.057464647053477966	14	27606409	27606637	8	ensorlt00000019031	doc2b-202	protein_coding	40317
0.057494357594096025	13	32845792	32846249	10	ensorlt00000019824	mpzl2-201	protein_coding	-6929
0.057494357594096025	24	2673292	2673685	7	ensorlt00000012574	klhl29-206	protein_coding	41719
0.0576893011661536	10	25790852	25791055	20	ensorlt00000039805	gabra4-201	protein_coding	12128
0.0577002084112529	4	13063326	13063546	15	ensorlt00000009727	ankrd13c-202	protein_coding	4556
0.0577002084112529	1	12409315	12409722	10	ensorlt00000040975	crmp1-201	protein_coding	30140
0.0577002084112529	5	30086429	30086700	14	ensorlt00000041674	ensorle00000280324	protein_coding	2205
0.05770104231606109	4	6758172	6758651	17	ensorlt00000004967	tnni3k-202	protein_coding	-1068
0.05777814480167651	12	1682110	1682509	11	ensorlt00000000946	ckmt2a-201	protein_coding	9835
0.057782867044787724	15	11084396	11084599	8	ensorlt00000002815	ddx43-201	protein_coding	-48529
0.057782867044787724	15	27775027	27775275	4	ensorlt00000015241	jag1b-201	protein_coding	48514
0.057809101208768074	7	21625755	21626058	19	ensorlt00000018486	nol4la-201	protein_coding	11749
0.05782657050403098	4	5150239	5150471	8	ensorlt00000002859		protein_coding	37776
0.0581206303589689	2	10863468	10864007	7	ensorlt00000001699	agap1-202	protein_coding	-56580
0.058125762763871776	18	22117799	22118083	16	ensorlt00000045357	si:ch211-63p21.1-201	protein_coding	0
0.058125762763871776	18	26462639	26462845	12	ensorlt00000040084	zgc:172079-201	protein_coding	7152
